user_id,signup_date,city_tier,acquisition_channel
2630,2024-01-18,Tier 3,Organic
2631,2024-05-28,Tier 2,Influencer
2632,2024-05-28,Tier 2,Referral
2633,2024-05-05,Tier 1,Organic
2634,2024-10-28,Tier 1,Organic
2635,2024-12-25,Tier 1,Google Ads
2636,2024-08-25,Tier 1,Referral
2637,2024-05-14,Tier 1,Organic
2638,2024-05-30,Tier 2,Google Ads
2639,2024-08-23,Tier 2,Referral
2640,2024-08-11,Tier 3,Google Ads
2641,2024-07-21,Tier 1,Influencer
2642,2024-09-12,Tier 2,Influencer
2643,2024-03-26,Tier 3,Google Ads
2644,2024-05-29,Tier 2,Influencer
2645,2024-08-22,Tier 1,Organic
2646,2024-12-10,Tier 1,Organic
2647,2024-01-22,Tier 1,Google Ads
2648,2024-12-13,Tier 1,Referral
2649,2024-10-11,Tier 2,Referral
2650,2024-09-25,Tier 1,Google Ads
2651,2024-09-14,Tier 1,Organic
2652,2024-01-29,Tier 2,Organic
2653,2024-07-31,Tier 3,Influencer
2654,2024-10-09,Tier 2,Influencer
2655,2024-02-19,Tier 2,Referral
2656,2024-04-04,Tier 2,Referral
2657,2024-03-28,Tier 1,Referral
2658,2024-02-13,Tier 2,Organic
2659,2024-10-04,Tier 2,Google Ads
2660,2024-06-19,Tier 3,Referral
2661,2024-07-07,Tier 1,Google Ads
2662,2024-12-18,Tier 2,Organic
2663,2024-07-02,Tier 1,Influencer
2664,2024-01-03,Tier 2,Influencer
2665,2024-07-09,Tier 1,Organic
2666,2024-04-27,Tier 1,Referral
2667,2024-01-19,Tier 3,Influencer
2668,2024-01-23,Tier 2,Organic
2669,2024-01-30,Tier 2,Google Ads
2670,2024-10-21,Tier 1,Google Ads
2671,2024-04-17,Tier 1,Google Ads
2672,2024-10-07,Tier 2,Influencer
2673,2024-05-07,Tier 3,Google Ads
2674,2024-08-16,Tier 3,Organic
2675,2024-04-20,Tier 2,Organic
2676,2024-05-15,Tier 2,Organic
2677,2024-12-27,Tier 3,Google Ads
2678,2024-07-04,Tier 2,Referral
2679,2024-05-23,Tier 2,Organic
2680,2024-03-12,Tier 1,Referral
2681,2024-05-08,Tier 2,Referral
2682,2024-12-29,Tier 2,Organic
2683,2024-09-17,Tier 3,Referral
2684,2024-01-03,Tier 3,Referral
2685,2024-04-13,Tier 1,Google Ads
2686,2024-08-11,Tier 2,Google Ads
2687,2024-11-15,Tier 3,Referral
2688,2024-12-27,Tier 1,Influencer
2689,2024-12-19,Tier 1,Google Ads
2690,2024-01-10,Tier 1,Google Ads
2691,2024-10-28,Tier 2,Google Ads
2692,2024-08-18,Tier 2,Organic
2693,2024-08-06,Tier 2,Referral
2694,2024-03-06,Tier 1,Google Ads
2695,2024-04-21,Tier 3,Organic
2696,2024-01-13,Tier 1,Google Ads
2697,2024-03-26,Tier 1,Organic
2698,2024-08-21,Tier 2,Google Ads
2699,2024-03-30,Tier 2,Organic
2700,2024-11-09,Tier 1,Organic
2701,2024-02-23,Tier 1,Influencer
2702,2024-01-12,Tier 1,Influencer
2703,2024-07-27,Tier 2,Organic
2704,2024-01-14,Tier 3,Google Ads
2705,2024-04-30,Tier 2,Organic
2706,2024-01-20,Tier 2,Google Ads
2707,2024-03-15,Tier 2,Google Ads
2708,2024-08-30,Tier 1,Organic
2709,2024-08-10,Tier 3,Referral
2710,2024-03-10,Tier 3,Organic
2711,2024-11-07,Tier 1,
2712,2024-07-29,Tier 1,Influencer
2713,2024-04-10,Tier 1,Referral
2714,2024-07-04,Tier 1,Google Ads
2715,2024-05-11,Tier 2,Google Ads
2716,2024-04-20,Tier 2,Google Ads
2717,2024-05-11,Tier 3,Google Ads
2718,2024-01-20,Tier 2,Google Ads
2719,2024-01-24,Tier 2,Google Ads
2720,2024-08-14,Tier 2,Google Ads
2721,2024-06-02,Tier 1,Referral
2722,2024-10-19,Tier 1,Referral
2723,2024-08-17,Tier 2,Google Ads
2724,2024-11-05,Tier 1,Google Ads
2725,2024-12-24,Tier 1,Google Ads
2726,2024-07-20,Tier 3,Google Ads
2727,2024-02-07,Tier 2,Google Ads
2728,2024-09-16,Tier 1,Influencer
2729,2024-07-06,Tier 2,Referral
2730,2024-02-26,Tier 3,Influencer
2731,2024-01-20,Tier 1,Referral
2732,2024-09-29,Tier 1,Influencer
2733,2024-04-28,Tier 3,Referral
2734,2024-03-11,Tier 1,Influencer
2735,2024-01-04,Tier 1,Organic
2736,2024-08-08,Tier 2,Organic
2737,2024-01-14,Tier 3,Referral
2738,2024-01-03,Tier 1,Influencer
2739,2024-08-03,Tier 1,Google Ads
2740,2024-08-16,Tier 1,Organic
2741,2024-12-01,Tier 3,Google Ads
2742,2024-07-04,Tier 1,Referral
2743,2024-02-24,Tier 2,Google Ads
2744,2024-09-10,Tier 3,Referral
2745,2024-01-24,Tier 1,Influencer
2746,2024-06-10,Tier 3,Influencer
2747,2024-06-06,Tier 3,Organic
2748,2024-03-22,Tier 3,Google Ads
2749,2024-06-07,Tier 1,Google Ads
2750,2024-07-06,Tier 2,Google Ads
2751,2024-02-29,Tier 3,Organic
2752,2024-10-31,Tier 3,Influencer
2753,2024-11-14,Tier 1,Google Ads
2754,2024-12-31,Tier 3,Influencer
2755,2024-07-29,Tier 1,Influencer
2756,2024-05-31,Tier 1,Organic
2757,2024-04-18,Tier 2,Influencer
2758,2024-03-16,Tier 3,Referral
2759,2024-01-30,Tier 2,Google Ads
2760,2024-11-09,Tier 2,Google Ads
2761,2024-04-26,Tier 3,Google Ads
2762,2024-12-21,Tier 2,Google Ads
2763,2024-07-10,Tier 2,Referral
2764,2024-01-19,Tier 2,Organic
2765,2024-06-21,Tier 2,Referral
2766,2024-08-15,Tier 2,Organic
2767,2024-12-15,Tier 3,Organic
2768,2024-07-01,Tier 2,Referral
2769,2024-04-22,Tier 3,Referral
2770,2024-07-01,Tier 1,Google Ads
2771,2024-05-25,Tier 1,Organic
2772,2024-11-14,Tier 2,Influencer
2773,2024-04-25,Tier 1,Referral
2774,2024-04-22,Tier 1,Organic
2775,2024-09-07,Tier 2,Google Ads
2776,2024-09-07,Tier 1,Google Ads
2777,2024-10-29,Tier 1,Organic
2778,2024-11-08,Tier 2,Referral
2779,2024-04-27,Tier 2,Influencer
2780,2024-10-27,Tier 3,Referral
2781,2024-06-09,Tier 2,Organic
2782,2024-07-16,Tier 2,Influencer
2783,2024-09-16,Tier 3,Google Ads
2784,2024-05-27,Tier 3,Influencer
2785,2024-08-27,Tier 1,Organic
2786,2024-02-16,Tier 1,
2787,2024-07-16,Tier 2,Referral
2788,2024-02-16,Tier 2,Organic
2789,2024-03-18,Tier 3,Influencer
2790,2024-05-03,Tier 2,Referral
2791,2024-03-15,Tier 2,Organic
2792,2024-12-24,Tier 3,Referral
2793,2024-05-16,Tier 2,Google Ads
2794,2024-03-30,Tier 1,Organic
2795,2024-11-20,Tier 3,Influencer
2796,2024-03-01,Tier 1,Influencer
2797,2024-05-17,Tier 3,Organic
2798,2024-02-19,Tier 3,Google Ads
2799,2024-09-15,Tier 2,Google Ads
2800,2024-04-16,Tier 2,Influencer
2801,2024-04-22,Tier 2,Influencer
2802,2024-12-15,Tier 2,Google Ads
2803,2024-09-10,Tier 2,Influencer
2804,2024-04-27,Tier 2,Google Ads
2805,2024-07-16,Tier 3,Google Ads
2806,2024-12-02,Tier 2,Influencer
2807,2024-12-30,Tier 1,Google Ads
2808,2024-02-20,Tier 2,
2809,2024-09-01,Tier 3,Referral
2810,2024-02-04,Tier 2,Organic
2811,2024-10-28,Tier 2,Google Ads
2812,2024-03-09,Tier 3,Influencer
2813,2024-12-14,Tier 2,Referral
2814,2024-11-15,Tier 2,Influencer
2815,2024-02-18,Tier 3,Organic
2816,2024-03-14,Tier 1,Google Ads
2817,2024-07-10,Tier 3,Influencer
2818,2024-09-17,Tier 1,Google Ads
2819,2024-12-21,Tier 1,Organic
2820,2024-03-10,Tier 3,Google Ads
2821,2024-03-30,Tier 1,Google Ads
2822,2024-09-16,Tier 2,Organic
2823,2024-05-05,Tier 3,Influencer
2824,2024-08-18,Tier 3,Influencer
2825,2024-10-21,Tier 3,Referral
2826,2024-05-08,Tier 1,Influencer
2827,2024-10-06,Tier 2,Influencer
2828,2024-11-08,Tier 1,Referral
2829,2024-04-09,Tier 2,Organic
2830,2024-11-21,Tier 3,Organic
2831,2024-10-23,Tier 2,Organic
2832,2024-06-30,Tier 2,Organic
2833,2024-06-22,Tier 2,Google Ads
2834,2024-11-11,Tier 2,Google Ads
2835,2024-12-29,Tier 3,Organic
2836,2024-07-06,Tier 1,Organic
2837,2024-02-26,Tier 2,Google Ads
2838,2024-01-31,Tier 3,Organic
2839,2024-03-24,Tier 2,Influencer
2840,2024-05-31,Tier 1,Organic
2841,2024-02-05,Tier 2,Influencer
2842,2024-07-31,Tier 1,Influencer
2843,2024-12-29,Tier 1,Referral
2844,2024-04-15,Tier 3,Referral
2845,2024-12-07,Tier 2,Influencer
2846,2024-08-07,Tier 3,Organic
2847,2024-06-11,Tier 3,Influencer
2848,2024-08-07,Tier 2,Influencer
2849,2024-09-26,Tier 1,Referral
2850,2024-04-29,Tier 2,
2851,2024-12-01,Tier 1,Google Ads
2852,2024-06-30,Tier 3,Referral
2853,2024-04-15,Tier 1,Referral
2854,2024-08-04,Tier 1,Referral
2855,2024-07-23,Tier 2,Organic
2856,2024-03-10,Tier 1,Google Ads
2857,2024-02-13,Tier 1,Google Ads
2858,2024-11-24,Tier 2,Organic
2859,2024-10-27,Tier 1,Organic
2860,2024-08-15,Tier 1,Organic
2861,2024-07-02,Tier 2,Google Ads
2862,2024-04-16,Tier 2,Google Ads
2863,2024-03-24,Tier 2,
2864,2024-12-03,Tier 2,Influencer
2865,2024-09-06,Tier 2,Influencer
2866,2024-12-28,Tier 2,Referral
2867,2024-01-21,Tier 3,Organic
2868,2024-07-14,Tier 1,Referral
2869,2024-06-26,Tier 2,Google Ads
2870,2024-01-07,Tier 3,Influencer
2871,2024-03-10,Tier 3,Referral
2872,2024-05-06,Tier 1,Referral
2873,2024-06-08,Tier 1,Influencer
2874,2024-09-04,Tier 2,Organic
2875,2024-07-21,Tier 1,Organic
2876,2024-05-27,Tier 3,Referral
2877,2024-05-22,Tier 2,Organic
2878,2024-07-17,Tier 2,Organic
2879,2024-06-02,Tier 1,Referral
2880,2024-05-21,Tier 2,Organic
2881,2024-11-08,Tier 2,Referral
2882,2024-06-13,Tier 3,Influencer
2883,2024-11-09,Tier 1,Google Ads
2884,2024-01-21,Tier 1,Organic
2885,2024-03-22,Tier 2,Organic
2886,2024-03-09,Tier 1,Organic
2887,2024-05-10,Tier 2,Organic
2888,2024-03-27,Tier 3,Organic
2889,2024-08-05,Tier 2,Google Ads
2890,2024-10-31,Tier 3,Google Ads
2891,2024-12-10,Tier 1,Referral
2892,2024-12-06,Tier 1,Influencer
2893,2024-06-09,Tier 1,Influencer
2894,2024-06-26,Tier 1,Google Ads
2895,2024-04-26,Tier 3,Organic
2896,2024-07-14,Tier 1,Referral
2897,2024-11-22,Tier 2,Google Ads
2898,2024-03-26,Tier 2,Organic
2899,2024-10-15,Tier 3,Influencer
2900,2024-03-21,Tier 1,Google Ads
2901,2024-05-31,Tier 1,Organic
2902,2024-03-01,Tier 1,Influencer
2903,2024-03-01,Tier 2,Influencer
2904,2024-12-19,Tier 1,Google Ads
2905,2024-01-28,Tier 3,Google Ads
2906,2024-02-12,Tier 2,Referral
2907,2024-06-17,Tier 2,Referral
2908,2024-03-26,Tier 2,Organic
2909,2024-06-25,Tier 1,Referral
2910,2024-01-17,Tier 2,Influencer
2911,2024-04-07,Tier 3,Organic
2912,2024-07-16,Tier 3,Influencer
2913,2024-04-07,Tier 3,Influencer
2914,2024-03-05,Tier 3,Organic
2915,2024-11-25,Tier 1,Influencer
2916,2024-12-06,Tier 1,Organic
2917,2024-01-05,Tier 1,Referral
2918,2024-01-02,Tier 1,
2919,2024-01-22,Tier 1,Organic
2920,2024-04-21,Tier 2,Referral
2921,2024-02-26,Tier 2,Influencer
2922,2024-03-06,Tier 3,Google Ads
2923,2024-11-25,Tier 2,Organic
2924,2024-04-07,Tier 3,Organic
2925,2024-05-23,Tier 1,Referral
2926,2024-05-04,Tier 1,Influencer
2927,2024-06-15,Tier 2,Influencer
2928,2024-03-26,Tier 1,Google Ads
2929,2024-03-16,Tier 1,Google Ads
2930,2024-12-09,Tier 1,Organic
2931,2024-10-20,Tier 1,Organic
2932,2024-02-28,Tier 2,Google Ads
2933,2024-05-17,Tier 2,Google Ads
2934,2024-04-08,Tier 2,Google Ads
2935,2024-07-10,Tier 2,Influencer
2936,2024-08-30,Tier 2,Referral
2937,2024-11-14,Tier 1,Referral
2938,2024-02-18,Tier 1,Organic
2939,2024-02-01,Tier 1,Influencer
2940,2024-10-03,Tier 2,Influencer
2941,2024-01-20,Tier 3,Influencer
2942,2024-06-02,Tier 2,Google Ads
2943,2024-03-08,Tier 1,Google Ads
2944,2024-12-31,Tier 2,Google Ads
2945,2024-08-01,Tier 2,Organic
2946,2024-05-22,Tier 2,
2947,2024-08-19,Tier 2,Influencer
2948,2024-07-31,Tier 2,Organic
2949,2024-03-19,Tier 2,Organic
2950,2024-08-01,Tier 2,Referral
2951,2024-04-25,Tier 1,Organic
2952,2024-04-01,Tier 2,Referral
2953,2024-09-26,Tier 1,Referral
2954,2024-06-16,Tier 1,Google Ads
2955,2024-02-27,Tier 3,Influencer
2956,2024-10-10,Tier 3,Google Ads
2957,2024-01-26,Tier 1,Influencer
2958,2024-03-06,Tier 2,Influencer
2959,2024-09-04,Tier 1,Influencer
2960,2024-09-10,Tier 2,Organic
2961,2024-02-13,Tier 3,Organic
2962,2024-04-06,Tier 3,Organic
2963,2024-02-11,Tier 2,Google Ads
2964,2024-08-14,Tier 2,Influencer
2965,2024-09-18,Tier 2,Google Ads
2966,2024-06-15,Tier 1,Influencer
2967,2024-10-05,Tier 3,Google Ads
2968,2024-03-29,Tier 3,Google Ads
2969,2024-06-26,Tier 2,Influencer
2970,2024-07-15,Tier 1,Google Ads
2971,2024-11-02,Tier 1,Influencer
2972,2024-09-23,Tier 1,Organic
2973,2024-09-24,Tier 3,Influencer
2974,2024-03-14,Tier 2,Referral
2975,2024-01-08,Tier 1,Influencer
2976,2024-10-23,Tier 2,Organic
2977,2024-06-12,Tier 3,Google Ads
2978,2024-03-25,Tier 1,Influencer
2979,2024-03-12,Tier 3,Influencer
2980,2024-02-24,Tier 3,Organic
2981,2024-02-16,Tier 3,
2982,2024-08-25,Tier 2,Google Ads
2983,2024-04-13,Tier 1,Organic
2984,2024-07-28,Tier 2,Referral
2985,2024-02-11,Tier 1,Organic
2986,2024-11-11,Tier 1,Google Ads
2987,2024-09-24,Tier 2,Referral
2988,2024-09-19,Tier 2,Google Ads
2989,2024-12-01,Tier 3,Referral
2990,2024-12-30,Tier 1,Influencer
2991,2024-09-15,Tier 2,Organic
2992,2024-10-09,Tier 3,Referral
2993,2024-04-23,Tier 3,Organic
2994,2024-12-28,Tier 3,Google Ads
2995,2024-02-09,Tier 2,Organic
2996,2024-08-07,Tier 3,Organic
2997,2024-05-08,Tier 1,Google Ads
2998,2024-01-08,Tier 2,Google Ads
2999,2024-04-10,Tier 1,Influencer
3000,2024-06-24,Tier 1,Referral
3001,2024-04-16,Tier 1,Influencer
3002,2024-04-10,Tier 1,Referral
3003,2024-09-16,Tier 1,Organic
3004,2024-12-31,Tier 1,Google Ads
3005,2024-09-02,Tier 1,Google Ads
3006,2024-10-01,Tier 3,Google Ads
3007,2024-02-01,Tier 1,Referral
3008,2024-05-16,Tier 2,Google Ads
3009,2024-01-12,Tier 1,Google Ads
3010,2024-10-28,Tier 3,Organic
3011,2024-01-16,Tier 3,Organic
3012,2024-05-08,Tier 2,Organic
3013,2024-03-03,Tier 2,Organic
3014,2024-04-18,Tier 1,Influencer
3015,2024-01-21,Tier 3,Organic
3016,2024-06-06,Tier 3,Referral
3017,2024-09-25,Tier 3,Google Ads
3018,2024-06-10,Tier 2,Organic
3019,2024-09-16,Tier 1,Influencer
3020,2024-04-11,Tier 3,Referral
3021,2024-08-10,Tier 1,Organic
3022,2024-02-28,Tier 2,Influencer
3023,2024-09-03,Tier 1,Organic
3024,2024-05-07,Tier 3,Organic
3025,2024-10-09,Tier 1,Influencer
3026,2024-11-20,Tier 1,Referral
3027,2024-01-25,Tier 2,Organic
3028,2024-05-10,Tier 3,Organic
3029,2024-12-18,Tier 2,Influencer
3030,2024-07-14,Tier 1,Google Ads
3031,2024-10-07,Tier 1,Organic
3032,2024-06-02,Tier 3,Google Ads
3033,2024-05-12,Tier 3,Influencer
3034,2024-08-14,Tier 3,Organic
3035,2024-07-07,Tier 2,Influencer
3036,2024-09-21,Tier 3,Referral
3037,2024-05-13,Tier 2,Google Ads
3038,2024-07-29,Tier 2,Referral
3039,2024-02-29,Tier 2,Influencer
3040,2024-12-29,Tier 2,Organic
3041,2024-12-29,Tier 3,Organic
3042,2024-07-31,Tier 2,Influencer
3043,2024-08-03,Tier 1,Referral
3044,2024-08-13,Tier 1,Google Ads
3045,2024-05-10,Tier 1,Referral
3046,2024-03-16,Tier 2,Referral
3047,2024-10-12,Tier 1,Influencer
3048,2024-10-03,Tier 1,Influencer
3049,2024-06-04,Tier 2,Google Ads
3050,2024-09-04,Tier 2,Organic
3051,2024-08-05,Tier 3,Referral
3052,2024-07-08,Tier 2,Google Ads
3053,2024-06-11,Tier 3,Referral
3054,2024-06-28,Tier 3,Google Ads
3055,2024-02-03,Tier 3,Organic
3056,2024-02-10,Tier 2,Google Ads
3057,2024-11-02,Tier 1,Referral
3058,2024-12-03,Tier 3,Influencer
3059,2024-11-09,Tier 1,Google Ads
3060,2024-03-15,Tier 1,Organic
3061,2024-10-05,Tier 2,Google Ads
3062,2024-06-24,Tier 1,Influencer
3063,2024-05-29,Tier 3,Google Ads
3064,2024-09-29,Tier 2,Referral
3065,2024-11-20,Tier 2,Google Ads
3066,2024-04-17,Tier 2,Organic
3067,2024-05-18,Tier 2,Influencer
3068,2024-12-15,Tier 1,Organic
3069,2024-09-27,Tier 2,Google Ads
3070,2024-12-12,Tier 2,Organic
3071,2024-10-15,Tier 2,Organic
3072,2024-07-30,Tier 3,Google Ads
3073,2024-09-28,Tier 1,Google Ads
3074,2024-03-06,Tier 1,Referral
3075,2024-09-04,Tier 1,Referral
3076,2024-06-04,Tier 2,Referral
3077,2024-02-16,Tier 3,Google Ads
3078,2024-07-19,Tier 3,Referral
3079,2024-05-27,Tier 2,Referral
3080,2024-05-03,Tier 2,Google Ads
3081,2024-01-01,Tier 2,Referral
3082,2024-09-03,Tier 1,Influencer
3083,2024-12-08,Tier 1,Organic
3084,2024-05-07,Tier 3,Influencer
3085,2024-07-09,Tier 2,Organic
3086,2024-03-07,Tier 3,Google Ads
3087,2024-01-04,Tier 1,Organic
3088,2024-10-29,Tier 2,Referral
3089,2024-10-20,Tier 1,Organic
3090,2024-05-22,Tier 1,Influencer
3091,2024-07-09,Tier 2,Influencer
3092,2024-01-21,Tier 1,Referral
3093,2024-08-14,Tier 1,Google Ads
3094,2024-11-08,Tier 1,Influencer
3095,2024-04-26,Tier 1,Influencer
3096,2024-10-28,Tier 2,Google Ads
3097,2024-05-21,Tier 2,Referral
3098,2024-02-08,Tier 1,Referral
3099,2024-12-20,Tier 1,Referral
3100,2024-09-08,Tier 1,Google Ads
3101,2024-11-28,Tier 2,Google Ads
3102,2024-07-25,Tier 1,Organic
3103,2024-07-28,Tier 3,Google Ads
3104,2024-04-24,Tier 1,Referral
3105,2024-08-12,Tier 1,Influencer
3106,2024-05-13,Tier 3,Influencer
3107,2024-09-07,Tier 2,Referral
3108,2024-08-06,Tier 1,Referral
3109,2024-03-31,Tier 3,Organic
3110,2024-12-19,Tier 2,Referral
3111,2024-02-15,Tier 3,Organic
3112,2024-02-07,Tier 2,Organic
3113,2024-05-21,Tier 2,Referral
3114,2024-04-09,Tier 3,Google Ads
3115,2024-11-23,Tier 1,Organic
3116,2024-07-08,Tier 2,Influencer
3117,2024-02-04,Tier 2,Google Ads
3118,2024-05-26,Tier 1,Organic
3119,2024-01-30,Tier 1,Organic
3120,2024-11-29,Tier 1,Organic
3121,2024-03-24,Tier 2,Organic
3122,2024-10-07,Tier 2,Influencer
3123,2024-12-09,Tier 2,Google Ads
3124,2024-09-26,Tier 1,Influencer
3125,2024-06-02,Tier 2,Organic
3126,2024-04-11,Tier 3,Google Ads
3127,2024-08-02,Tier 2,Referral
3128,2024-05-29,Tier 2,Referral
3129,2024-03-23,Tier 3,Referral
3130,2024-04-19,Tier 3,Influencer
3131,2024-10-01,Tier 2,Organic
3132,2024-07-19,Tier 3,Google Ads
3133,2024-10-10,Tier 2,Influencer
3134,2024-06-21,Tier 3,Organic
3135,2024-11-22,Tier 1,Organic
3136,2024-07-24,Tier 1,Organic
3137,2024-03-03,Tier 1,Referral
3138,2024-03-13,Tier 3,Organic
3139,2024-09-07,Tier 2,Organic
3140,2024-05-03,Tier 1,Google Ads
3141,2024-04-30,Tier 1,Referral
3142,2024-10-01,Tier 3,Organic
3143,2024-04-29,Tier 3,Google Ads
3144,2024-11-12,Tier 2,
3145,2024-06-12,Tier 2,Influencer
3146,2024-10-12,Tier 2,Referral
3147,2024-09-21,Tier 2,Influencer
3148,2024-11-15,Tier 3,Google Ads
3149,2024-06-09,Tier 1,Organic
3150,2024-11-03,Tier 2,Google Ads
3151,2024-03-29,Tier 1,Influencer
3152,2024-05-21,Tier 2,Google Ads
3153,2024-07-21,Tier 2,Influencer
3154,2024-11-04,Tier 2,Influencer
3155,2024-08-14,Tier 1,Organic
3156,2024-11-29,Tier 2,Organic
3157,2024-08-09,Tier 1,Organic
3158,2024-02-10,Tier 1,Google Ads
3159,2024-07-14,Tier 1,Organic
3160,2024-03-08,Tier 3,Influencer
3161,2024-09-20,Tier 2,Organic
3162,2024-01-02,Tier 2,Google Ads
3163,2024-12-26,Tier 2,Organic
3164,2024-05-04,Tier 2,Influencer
3165,2024-04-19,Tier 2,Referral
3166,2024-03-26,Tier 2,Influencer
3167,2024-04-29,Tier 2,Influencer
3168,2024-05-06,Tier 2,Google Ads
3169,2024-09-11,Tier 2,Organic
3170,2024-07-01,Tier 3,Organic
3171,2024-01-16,Tier 3,Organic
3172,2024-03-02,Tier 1,Referral
3173,2024-06-06,Tier 1,Organic
3174,2024-09-24,Tier 2,Organic
3175,2024-02-04,Tier 1,Referral
3176,2024-09-23,Tier 1,Referral
3177,2024-03-04,Tier 3,Referral
3178,2024-02-19,Tier 1,Google Ads
3179,2024-09-11,Tier 3,Influencer
3180,2024-05-28,Tier 2,Google Ads
3181,2024-11-20,Tier 3,Organic
3182,2024-10-30,Tier 1,Influencer
3183,2024-10-02,Tier 1,Influencer
3184,2024-12-22,Tier 2,Organic
3185,2024-06-20,Tier 1,Google Ads
3186,2024-07-19,Tier 1,Google Ads
3187,2024-11-19,Tier 1,Organic
3188,2024-02-04,Tier 1,Influencer
3189,2024-08-03,Tier 1,Organic
3190,2024-03-05,Tier 3,Influencer
3191,2024-01-08,Tier 1,Referral
3192,2024-10-27,Tier 1,Referral
3193,2024-12-08,Tier 2,Organic
3194,2024-11-27,Tier 3,Organic
3195,2024-03-16,Tier 1,Organic
3196,2024-06-22,Tier 1,Organic
3197,2024-02-16,Tier 2,Google Ads
3198,2024-01-15,Tier 3,Influencer
3199,2024-12-26,Tier 3,Google Ads
3200,2024-05-26,Tier 2,Influencer
3201,2024-01-26,Tier 1,Google Ads
3202,2024-11-03,Tier 2,Influencer
3203,2024-04-02,Tier 1,Influencer
3204,2024-08-19,Tier 2,Organic
3205,2024-01-21,Tier 2,Influencer
3206,2024-11-02,Tier 3,Referral
3207,2024-02-07,Tier 1,Influencer
3208,2024-10-02,Tier 1,Referral
3209,2024-06-05,Tier 2,Google Ads
3210,2024-06-27,Tier 2,Organic
3211,2024-05-11,Tier 3,Organic
3212,2024-11-06,Tier 1,Google Ads
3213,2024-12-13,Tier 1,Influencer
3214,2024-01-28,Tier 2,Referral
3215,2024-09-16,Tier 1,Google Ads
3216,2024-03-16,Tier 3,Influencer
3217,2024-03-07,Tier 2,Influencer
3218,2024-12-07,Tier 3,Organic
3219,2024-07-12,Tier 2,Organic
3220,2024-06-10,Tier 3,Organic
3221,2024-12-12,Tier 1,Influencer
3222,2024-12-26,Tier 3,
3223,2024-09-13,Tier 1,Organic
3224,2024-03-12,Tier 2,Organic
3225,2024-03-27,Tier 1,Influencer
3226,2024-09-18,Tier 2,Influencer
3227,2024-08-01,Tier 1,Influencer
3228,2024-06-01,Tier 1,Referral
3229,2024-07-28,Tier 3,Organic
3230,2024-03-01,Tier 1,Google Ads
3231,2024-09-24,Tier 3,Organic
3232,2024-09-18,Tier 3,Influencer
3233,2024-08-05,Tier 1,Google Ads
3234,2024-10-09,Tier 2,Influencer
3235,2024-05-15,Tier 1,Google Ads
3236,2024-12-27,Tier 1,Influencer
3237,2024-04-02,Tier 2,Google Ads
3238,2024-04-18,Tier 3,Google Ads
3239,2024-08-28,Tier 1,Referral
3240,2024-12-20,Tier 2,Organic
3241,2024-05-21,Tier 2,Influencer
3242,2024-10-17,Tier 3,Referral
3243,2024-08-24,Tier 1,Google Ads
3244,2024-12-05,Tier 2,Influencer
3245,2024-11-07,Tier 2,Influencer
3246,2024-06-25,Tier 2,Google Ads
3247,2024-05-20,Tier 3,Influencer
3248,2024-07-07,Tier 3,Organic
3249,2024-02-18,Tier 1,Organic
3250,2024-10-28,Tier 2,Referral
3251,2024-07-08,Tier 2,Google Ads
3252,2024-05-15,Tier 1,Google Ads
3253,2024-02-12,Tier 2,Google Ads
3254,2024-12-18,Tier 2,Google Ads
3255,2024-03-30,Tier 2,Influencer
3256,2024-10-21,Tier 3,Referral
3257,2024-12-06,Tier 1,Influencer
3258,2024-09-01,Tier 3,Influencer
3259,2024-07-10,Tier 2,Organic
3260,2024-11-13,Tier 2,Organic
3261,2024-04-15,Tier 3,Google Ads
3262,2024-12-28,Tier 2,Influencer
3263,2024-11-05,Tier 2,Organic
3264,2024-08-20,Tier 2,Organic
3265,2024-09-21,Tier 2,Influencer
3266,2024-12-09,Tier 3,Referral
3267,2024-02-06,Tier 3,Organic
3268,2024-10-31,Tier 1,Organic
3269,2024-02-10,Tier 1,Influencer
3270,2024-01-17,Tier 2,Influencer
3271,2024-12-09,Tier 1,Organic
3272,2024-10-03,Tier 2,Google Ads
3273,2024-11-02,Tier 1,Influencer
3274,2024-02-28,Tier 2,Influencer
3275,2024-07-01,Tier 1,Influencer
3276,2024-02-10,Tier 1,Google Ads
3277,2024-02-08,Tier 2,Influencer
3278,2024-07-10,Tier 2,Google Ads
3279,2024-09-23,Tier 3,Organic
3280,2024-05-26,Tier 3,Referral
3281,2024-11-28,Tier 2,Google Ads
3282,2024-05-06,Tier 1,Influencer
3283,2024-02-15,Tier 3,Organic
3284,2024-02-14,Tier 3,Influencer
3285,2024-01-01,Tier 3,Organic
3286,2024-06-16,Tier 1,Referral
3287,2024-04-17,Tier 3,Organic
3288,2024-01-19,Tier 1,Referral
3289,2024-11-27,Tier 2,Referral
3290,2024-03-12,Tier 3,Google Ads
3291,2024-04-18,Tier 1,Organic
3292,2024-09-24,Tier 3,Google Ads
3293,2024-08-27,Tier 1,Influencer
3294,2024-10-27,Tier 3,Google Ads
3295,2024-03-30,Tier 1,Organic
3296,2024-04-12,Tier 3,Organic
3297,2024-09-06,Tier 1,Influencer
3298,2024-01-08,Tier 2,Google Ads
3299,2024-06-01,Tier 2,Organic
3300,2024-12-12,Tier 2,Influencer
3301,2024-06-22,Tier 1,Referral
3302,2024-12-08,Tier 2,Organic
3303,2024-06-06,Tier 1,Influencer
