user_id,plan_type,monthly_fee,status,churn_date
2538,Family,299,Active,
2539,Basic,99,Active,
2540,Free,0,Active,
2541,Free,0,Active,
2542,Family,299,Active,
2543,Basic,99,Active,
2544,Basic,99,Churned,2025-04-15
2545,Free,0,Active,
2546,Basic,99,Active,
2547,Free,0,Active,
2548,Free,0,Active,
2549,Premium,199,Active,
2550,Free,0,Active,
2551,Free,0,Active,
2552,Family,299,Active,
2553,Free,0,Active,
2554,Basic,99,Active,
2555,Basic,99,Churned,2024-10-11
2556,Premium,199,Active,
2557,Premium,199,Active,
2558,Basic,99,Active,
2559,Free,0,Active,
2560,Free,0,Active,
2561,Family,299,Active,
2562,Free,0,Active,
2563,Premium,199,Active,
2564,Free,0,Active,
2565,Free,0,Active,
2566,Free,0,Active,
2567,Free,0,Active,
2568,Family,299,Active,
2569,Premium,199,Active,
2570,Basic,99,Active,
2571,Basic,99,Active,
2572,Basic,99,Active,
2573,Premium,199,Active,
2574,Premium,199,Active,
2575,Free,0,Active,
2576,Free,0,Active,
2577,Basic,99,Active,
2578,Family,299,Active,
2579,Basic,99,Active,
2580,Premium,199,Active,
2581,Premium,199,Active,
2582,Basic,99,Active,
2583,Premium,199,Active,
2584,Free,0,Active,
2585,Free,0,Active,
2586,Premium,199,Active,
2587,Free,0,Active,
2588,Free,0,Active,
2589,Basic,99,Active,
2590,Free,0,Active,
2591,Family,299,Active,
2592,Family,299,Active,
2593,Basic,99,Active,
2594,Basic,99,Active,
2595,Basic,99,Churned,2025-02-19
2596,Free,0,Active,
2597,Free,0,Active,
2598,Basic,99,Active,
2599,Basic,99,Active,
2600,Free,0,Active,
2601,Premium,199,Active,
2602,Basic,99,Active,
2603,Free,0,Active,
2604,Basic,99,Active,
2605,Free,0,Active,
2606,Free,0,Active,
2607,Premium,199,Active,
2608,Premium,199,Active,
2609,Free,0,Active,
2610,Premium,199,Active,
2611,Free,0,Active,
2612,Free,0,Active,
2613,Free,0,Active,
2614,Free,0,Active,
2615,Free,0,Active,
2616,Premium,199,Active,
2617,Free,0,Active,
2618,Free,0,Active,
2619,Basic,99,Active,
2620,Free,0,Active,
2621,Basic,99,Active,
2622,Free,0,Active,
2623,Free,0,Active,
2624,Basic,99,Active,
2625,Free,0,Active,
2626,Free,0,Active,
2627,Free,0,Active,
2628,Free,0,Active,
2629,Basic,99,Active,
2630,Free,0,Active,
2631,Basic,99,Active,
2632,Basic,99,Churned,2024-12-27
2633,Free,0,Active,
2634,Family,299,Active,
2635,Family,299,Churned,2025-07-04
2636,Basic,99,Active,
2637,Free,0,Active,
2638,Free,0,Active,
2639,Free,0,Active,
2640,Free,0,Active,
2641,Free,0,Active,
2642,Basic,99,Churned,2024-12-06
2643,Free,0,Active,
2644,Family,299,Churned,2024-12-20
2645,Free,0,Active,
2646,Basic,99,Active,
2647,Premium,199,Churned,2024-10-01
2648,Free,0,Active,
2649,Family,299,Active,
2650,Free,0,Active,
2651,Family,299,Active,
2652,Family,299,Active,
2653,Free,0,Active,
2654,Premium,199,Active,
2655,Free,0,Active,
2656,Free,0,Active,
2657,Free,0,Active,
2658,Free,0,Active,
2659,Basic,99,Churned,2025-01-18
2660,Free,0,Active,
2661,Premium,199,Active,
2662,Free,0,Active,
2663,Family,299,Active,
2664,Free,0,Churned,2024-03-17
2665,Free,0,Active,
2666,Basic,99,Active,
2667,Premium,199,Active,
2668,Premium,199,Active,
2669,Free,0,Active,
2670,Free,0,Active,
2671,Free,0,Active,
2672,Basic,99,Active,
2673,Free,0,Active,
2674,Free,0,Active,
2675,Basic,99,Active,
2676,Basic,99,Active,
2677,Basic,99,Churned,2025-05-25
2678,Free,0,Active,
2679,Basic,99,Active,
2680,Free,0,Active,
2681,Free,0,Active,
2682,Premium,199,Active,
2683,Basic,99,Active,
2684,Premium,199,Active,
2685,Free,0,Active,
2686,Premium,199,Active,
2687,Free,0,Active,
2688,Premium,199,Churned,2025-05-14
2689,Free,0,Active,
2690,Free,0,Active,
2691,Free,0,Active,
2692,Free,0,Churned,2025-05-24
2693,Free,0,Active,
2694,Family,299,Active,
2695,Free,0,Active,
2696,Basic,99,Active,
2697,Premium,199,Active,
2698,Basic,99,Active,
2699,Free,0,Active,
2700,Family,299,Active,
2701,Free,0,Active,
2702,Basic,99,Active,
2703,Premium,199,Active,
2704,Free,0,Active,
2705,Basic,99,Active,
2706,Free,0,Active,
2707,Free,0,Active,
2708,Free,0,Active,
2709,Family,299,Active,
2710,Premium,199,Active,
2711,Free,0,Active,
2712,Free,0,Active,
2713,Free,0,Active,
2714,Basic,99,Active,
2715,Premium,199,Active,
2716,Family,299,Active,
2717,Premium,199,Active,
2718,Basic,99,Active,
2719,Free,0,Active,
2720,Free,0,Active,
2721,Basic,99,Active,
2722,Basic,99,Active,
2723,Premium,199,Active,
2724,Free,0,Active,
2725,Free,0,Active,
2726,Free,0,Active,
2727,Family,299,Active,
2728,Premium,199,Active,
2729,Free,0,Active,
2730,Premium,199,Active,
2731,Free,0,Active,
2732,Free,0,Active,
2733,Free,0,Active,
2734,Basic,99,Churned,2024-11-10
2735,Basic,99,Active,
2736,Basic,99,Active,
2737,Basic,99,Churned,2024-05-12
2738,Free,0,Active,
2739,Free,0,Active,
2740,Premium,199,Active,
2741,Basic,99,Active,
2742,Free,0,Active,
2743,Free,0,Active,
2744,Free,0,Active,
2745,Free,0,Active,
2746,Free,0,Active,
2747,Free,0,Active,
2748,Premium,199,Active,
2749,Free,0,Active,
2750,Premium,199,Active,
2751,Basic,99,Active,
2752,Free,0,Active,
2753,Basic,99,Churned,2025-03-12
2754,Free,0,Active,
2755,Basic,99,Active,
2756,Free,0,Active,
2757,Free,0,Active,
2758,Basic,99,Active,
2759,Free,0,Active,
2760,Free,0,Active,
2761,Free,0,Active,
2762,Free,0,Active,
2763,Premium,199,Active,
2764,Free,0,Active,
2765,Free,0,Active,
2766,Free,0,Active,
2767,Free,0,Active,
2768,Basic,99,Active,
2769,Free,0,Active,
2770,Premium,199,Active,
2771,Basic,99,Active,
2772,Free,0,Active,
2773,Basic,99,Active,
2774,Basic,99,Active,
2775,Free,0,Active,
2776,Free,0,Active,
2777,Free,0,Active,
2778,Free,0,Active,
2779,Free,0,Churned,2024-08-12
2780,Basic,99,Active,
2781,Basic,99,Active,
2782,Premium,199,Active,
2783,Basic,99,Active,
2784,Basic,99,Active,
2785,Basic,99,Active,
2786,Family,299,Active,
2787,Free,0,Active,
2788,Free,0,Active,
2789,Free,0,Active,
2790,Free,0,Active,
2791,Free,0,Active,
2792,Free,0,Active,
2793,Free,0,Active,
2794,Family,299,Active,
2795,Family,299,Active,
2796,Basic,99,Active,
2797,Free,0,Active,
2798,Premium,199,Active,
2799,Premium,199,Churned,2024-10-31
2800,Premium,199,Churned,2024-06-25
2801,Basic,99,Active,
2802,Free,0,Active,
2803,Free,0,Active,
2804,Premium,199,Active,
2805,Free,0,Active,
2806,Free,0,Active,
2807,Free,0,Active,
2808,Free,0,Active,
2809,Premium,199,Active,
2810,Free,0,Active,
2811,Free,0,Active,
2812,Family,299,Active,
2813,Free,0,Active,
2814,Premium,199,Active,
2815,Free,0,Active,
2816,Basic,99,Active,
2817,Free,0,Active,
2818,Basic,99,Active,
2819,Free,0,Active,
2820,Family,299,Active,
2821,Free,0,Active,
2822,Free,0,Active,
2823,Premium,199,Active,
2824,Free,0,Active,
2825,Basic,99,Active,
2826,Basic,99,Churned,2024-09-23
2827,Free,0,Active,
2828,Free,0,Active,
2829,Family,299,Active,
2830,Free,0,Active,
2831,Free,0,Active,
2832,Basic,99,Churned,2024-10-30
2833,Free,0,Active,
2834,Basic,99,Active,
2835,Free,0,Active,
2836,Premium,199,Active,
2837,Free,0,Active,
2838,Free,0,Active,
2839,Premium,199,Active,
2840,Free,0,Active,
2841,Free,0,Churned,2024-05-06
2842,Premium,199,Active,
2843,Basic,99,Churned,2025-07-21
2844,Free,0,Active,
2845,Free,0,Active,
2846,Premium,199,Active,
2847,Free,0,Active,
2848,Premium,199,Active,
2849,Free,0,Active,
2850,Premium,199,Churned,2024-11-30
2851,Free,0,Active,
2852,Free,0,Active,
2853,Free,0,Active,
2854,Free,0,Active,
2855,Free,0,Active,
2856,Free,0,Active,
2857,Premium,199,Active,
2858,Free,0,Active,
2859,Family,299,Active,
2860,Free,0,Active,
2861,Basic,99,Active,
2862,Premium,199,Active,
2863,Family,299,Active,
2864,Free,0,Active,
2865,Basic,99,Active,
2866,Free,0,Active,
2867,Free,0,Active,
2868,Basic,99,Churned,2024-09-18
2869,Free,0,Active,
2870,Free,0,Active,
2871,Free,0,Active,
2872,Free,0,Active,
2873,Free,0,Active,
2874,Premium,199,Active,
2875,Free,0,Active,
2876,Basic,99,Active,
2877,Premium,199,Active,
2878,Basic,99,Active,
2879,Basic,99,Active,
2880,Basic,99,Active,
2881,Free,0,Active,
2882,Free,0,Active,
2883,Family,299,Active,
2884,Family,299,Active,
2885,Basic,99,Churned,2024-06-19
2886,Free,0,Active,
2887,Free,0,Active,
2888,Free,0,Active,
2889,Premium,199,Active,
2890,Basic,99,Active,
2891,Basic,99,Active,
2892,Basic,99,Active,
2893,Free,0,Active,
2894,Premium,199,Active,
2895,Free,0,Active,
2896,Basic,99,Active,
2897,Free,0,Active,
2898,Free,0,Active,
2899,Free,0,Active,
2900,Premium,199,Active,
2901,Basic,99,Active,
2902,Free,0,Active,
2903,Premium,199,Active,
2904,Basic,99,Churned,2025-04-09
2905,Basic,99,Active,
2906,Free,0,Active,
2907,Free,0,Active,
2908,Free,0,Active,
2909,Free,0,Active,
2910,Basic,99,Active,
2911,Free,0,Active,
2912,Free,0,Churned,2024-10-05
2913,Free,0,Active,
2914,Free,0,Active,
2915,Family,299,Active,
2916,Family,299,Active,
2917,Free,0,Active,
2918,Premium,199,Active,
2919,Free,0,Active,
2920,Premium,199,Active,
2921,Free,0,Active,
2922,Free,0,Active,
2923,Premium,199,Churned,2025-07-18
2924,Premium,199,Active,
2925,Free,0,Active,
2926,Premium,199,Churned,2024-11-27
2927,Basic,99,Churned,2025-02-27
2928,Free,0,Active,
2929,Free,0,Active,
2930,Free,0,Active,
2931,Premium,199,Active,
2932,Family,299,Active,
2933,Basic,99,Active,
2934,Basic,99,Active,
2935,Basic,99,Active,
2936,Free,0,Active,
2937,Free,0,Active,
2938,Free,0,Active,
2939,Basic,99,Active,
2940,Premium,199,Churned,2025-04-05
2941,Free,0,Active,
2942,Free,0,Active,
2943,Premium,199,Active,
2944,Free,0,Active,
2945,Basic,99,Active,
2946,Free,0,Active,
2947,Basic,99,Active,
2948,Premium,199,Active,
2949,Free,0,Active,
2950,Premium,199,Active,
2951,Free,0,Active,
2952,Free,0,Active,
2953,Free,0,Active,
2954,Premium,199,Active,
2955,Free,0,Active,
2956,Free,0,Active,
2957,Basic,99,Active,
2958,Free,0,Active,
2959,Free,0,Active,
2960,Free,0,Active,
2961,Premium,199,Active,
2962,Family,299,Active,
2963,Free,0,Active,
2964,Basic,99,Active,
2965,Free,0,Active,
2966,Basic,99,Churned,2024-11-27
2967,Free,0,Active,
2968,Free,0,Active,
2969,Premium,199,Active,
2970,Free,0,Churned,2025-02-26
2971,Free,0,Active,
2972,Family,299,Active,
2973,Family,299,Active,
2974,Free,0,Active,
2975,Basic,99,Active,
2976,Basic,99,Active,
2977,Free,0,Active,
2978,Premium,199,Churned,2024-06-21
2979,Premium,199,Active,
2980,Premium,199,Active,
2981,Free,0,Active,
2982,Free,0,Active,
2983,Free,0,Active,
2984,Free,0,Active,
2985,Free,0,Active,
2986,Free,0,Active,
2987,Free,0,Active,
2988,Free,0,Active,
2989,Free,0,Active,
2990,Free,0,Active,
2991,Free,0,Active,
2992,Basic,99,Active,
2993,Free,0,Active,
2994,Premium,199,Churned,2025-03-19
2995,Basic,99,Active,
2996,Premium,199,Active,
2997,Premium,199,Churned,2024-10-04
2998,Free,0,Active,
2999,Free,0,Active,
3000,Free,0,Active,
3001,Free,0,Active,
3002,Free,0,Active,
3003,Premium,199,Active,
3004,Free,0,Active,
3005,Family,299,Active,
3006,Premium,199,Active,
3007,Basic,99,Active,
3008,Free,0,Active,
3009,Basic,99,Active,
3010,Free,0,Active,
3011,Free,0,Active,
3012,Premium,199,Active,
3013,Free,0,Active,
3014,Free,0,Active,
3015,Premium,199,Active,
3016,Free,0,Active,
3017,Basic,99,Active,
3018,Basic,99,Active,
3019,Free,0,Active,
3020,Premium,199,Active,
3021,Family,299,Active,
3022,Free,0,Active,
3023,Free,0,Active,
3024,Basic,99,Churned,2024-11-11
3025,Basic,99,Churned,2025-06-25
3026,Basic,99,Active,
3027,Free,0,Active,
3028,Free,0,Active,
3029,Family,299,Active,
3030,Free,0,Active,
3031,Basic,99,Churned,2024-11-26
3032,Premium,199,Active,
3033,Free,0,Active,
3034,Basic,99,Active,
3035,Free,0,Churned,2024-10-22
3036,Family,299,Active,
3037,Free,0,Active,
3038,Free,0,Active,
3039,Basic,99,Active,
3040,Premium,199,Active,
3041,Free,0,Active,
3042,Free,0,Active,
3043,Free,0,Active,
3044,Free,0,Active,
3045,Premium,199,Active,
3046,Free,0,Active,
3047,Basic,99,Active,
3048,Premium,199,Active,
3049,Premium,199,Active,
3050,Basic,99,Active,
3051,Free,0,Churned,2024-10-28
3052,Free,0,Active,
3053,Family,299,Churned,2024-10-27
3054,Premium,199,Churned,2024-09-01
3055,Free,0,Active,
3056,Family,299,Active,
3057,Premium,199,Active,
3058,Premium,199,Active,
3059,Basic,99,Active,
3060,Premium,199,Active,
3061,Premium,199,Active,
3062,Free,0,Churned,2024-11-23
3063,Family,299,Active,
3064,Free,0,Active,
3065,Free,0,Active,
3066,Premium,199,Churned,2025-02-03
3067,Basic,99,Churned,2024-08-01
3068,Premium,199,Active,
3069,Free,0,Active,
3070,Free,0,Active,
3071,Free,0,Active,
3072,Free,0,Active,
3073,Basic,99,Active,
3074,Free,0,Active,
3075,Free,0,Active,
3076,Free,0,Churned,2024-09-30
3077,Premium,199,Active,
3078,Free,0,Active,
3079,Basic,99,Active,
3080,Free,0,Active,
3081,Free,0,Active,
3082,Premium,199,Active,
3083,Free,0,Active,
3084,Basic,99,Active,
3085,Basic,99,Active,
3086,Basic,99,Active,
3087,Basic,99,Active,
3088,Premium,199,Active,
3089,Basic,99,Active,
3090,Free,0,Active,
3091,Free,0,Active,
3092,Premium,199,Active,
3093,Family,299,Active,
3094,Free,0,Active,
3095,Free,0,Active,
3096,Free,0,Active,
3097,Basic,99,Active,
3098,Free,0,Active,
3099,Premium,199,Active,
3100,Premium,199,Active,
3101,Family,299,Active,
3102,Free,0,Active,
3103,Family,299,Active,
3104,Basic,99,Active,
3105,Free,0,Active,
3106,Free,0,Active,
3107,Basic,99,Churned,2025-02-27
3108,Family,299,Active,
3109,Free,0,Active,
3110,Free,0,Active,
3111,Free,0,Active,
3112,Family,299,Active,
3113,Family,299,Active,
3114,Free,0,Active,
3115,Free,0,Active,
3116,Premium,199,Churned,2024-10-30
3117,Basic,99,Active,
3118,Family,299,Active,
3119,Premium,199,Active,
3120,Free,0,Active,
3121,Premium,199,Active,
3122,Free,0,Churned,2025-05-28
3123,Premium,199,Churned,2025-05-25
3124,Basic,99,Churned,2025-04-17
3125,Family,299,Churned,2024-09-29
3126,Family,299,Active,
3127,Free,0,Active,
3128,Free,0,Active,
3129,Free,0,Churned,2025-01-13
3130,Premium,199,Active,
3131,Premium,199,Active,
3132,Family,299,Active,
3133,Basic,99,Churned,2025-02-20
3134,Free,0,Active,
3135,Free,0,Active,
3136,Free,0,Active,
3137,Basic,99,Active,
3138,Premium,199,Active,
3139,Free,0,Active,
3140,Premium,199,Churned,2024-10-28
3141,Free,0,Active,
3142,Free,0,Active,
3143,Basic,99,Churned,2024-07-25
3144,Free,0,Active,
3145,Premium,199,Active,
3146,Free,0,Active,
3147,Free,0,Active,
3148,Premium,199,Active,
3149,Family,299,Active,
3150,Basic,99,Churned,2025-06-20
3151,Free,0,Churned,2024-10-30
3152,Free,0,Active,
3153,Free,0,Active,
3154,Free,0,Active,
3155,Premium,199,Active,
3156,Free,0,Active,
3157,Free,0,Churned,2024-10-08
3158,Basic,99,Active,
3159,Premium,199,Active,
3160,Free,0,Active,
3161,Free,0,Active,
3162,Free,0,Active,
3163,Free,0,Active,
3164,Free,0,Active,
3165,Basic,99,Active,
3166,Free,0,Churned,2024-05-23
3167,Free,0,Active,
3168,Free,0,Active,
3169,Family,299,Active,
3170,Basic,99,Active,
3171,Premium,199,Active,
3172,Free,0,Churned,2024-05-26
3173,Premium,199,Active,
3174,Free,0,Active,
3175,Free,0,Active,
3176,Premium,199,Active,
3177,Premium,199,Active,
3178,Family,299,Churned,2024-05-11
3179,Premium,199,Active,
3180,Free,0,Active,
3181,Free,0,Active,
3182,Free,0,Active,
3183,Free,0,Active,
3184,Premium,199,Active,
3185,Basic,99,Active,
3186,Family,299,Active,
3187,Basic,99,Active,
3188,Basic,99,Active,
3189,Free,0,Active,
3190,Free,0,Active,
3191,Premium,199,Active,
3192,Family,299,Active,
3193,Free,0,Active,
3194,Premium,199,Active,
3195,Basic,99,Active,
3196,Family,299,Active,
3197,Free,0,Active,
3198,Basic,99,Active,
3199,Free,0,Active,
3200,Basic,99,Churned,2025-01-23
3201,Free,0,Active,
3202,Free,0,Active,
3203,Basic,99,Active,
3204,Free,0,Active,
3205,Basic,99,Active,
3206,Basic,99,Active,
3207,Premium,199,Active,
3208,Free,0,Active,
3209,Free,0,Active,
3210,Free,0,Active,
3211,Free,0,Active,
3212,Basic,99,Active,
3213,Free,0,Active,
3214,Free,0,Active,
3215,Free,0,Active,
3216,Free,0,Active,
3217,Family,299,Active,
3218,Family,299,Active,
3219,Basic,99,Churned,2024-11-22
3220,Free,0,Active,
3221,Premium,199,Active,
3222,Premium,199,Active,
3223,Premium,199,Active,
3224,Basic,99,Active,
3225,Free,0,Active,
3226,Free,0,Active,
3227,Premium,199,Churned,2025-01-26
3228,Premium,199,Active,
3229,Free,0,Active,
3230,Free,0,Active,
3231,Basic,99,Active,
3232,Premium,199,Active,
3233,Basic,99,Active,
3234,Basic,99,Active,
3235,Free,0,Active,
3236,Free,0,Active,
3237,Basic,99,Churned,2024-07-05
3238,Premium,199,Active,
3239,Free,0,Active,
3240,Free,0,Active,
3241,Basic,99,Active,
3242,Free,0,Active,
3243,Basic,99,Active,
3244,Basic,99,Active,
3245,Premium,199,Active,
3246,Premium,199,Active,
3247,Free,0,Active,
3248,Basic,99,Churned,2025-03-30
3249,Free,0,Active,
3250,Premium,199,Churned,2025-08-03
3251,Premium,199,Active,
3252,Free,0,Active,
3253,Free,0,Active,
3254,Free,0,Active,
3255,Basic,99,Active,
3256,Free,0,Active,
3257,Basic,99,Churned,2025-09-15
3258,Basic,99,Churned,2025-03-21
3259,Basic,99,Active,
3260,Premium,199,Active,
3261,Free,0,Active,
3262,Premium,199,Active,
3263,Free,0,Active,
3264,Free,0,Active,
3265,Free,0,Active,
3266,Basic,99,Active,
3267,Free,0,Active,
3268,Basic,99,Active,
3269,Free,0,Active,
3270,Premium,199,Active,
3271,Basic,99,Active,
3272,Basic,99,Active,
3273,Family,299,Active,
3274,Premium,199,Active,
3275,Free,0,Active,
3276,Free,0,Active,
3277,Basic,99,Active,
3278,Free,0,Active,
3279,Free,0,Active,
3280,Free,0,Active,
3281,Premium,199,Churned,2025-04-05
3282,Free,0,Active,
3283,Free,0,Active,
3284,Free,0,Active,
3285,Basic,99,Active,
3286,Basic,99,Active,
3287,Basic,99,Active,
3288,Free,0,Active,
3289,Premium,199,Active,
3290,Free,0,Active,
3291,Basic,99,Active,
3292,Family,299,Churned,2024-12-14
3293,Family,299,Active,
3294,Basic,99,Active,
3295,Family,299,Active,
3296,Basic,99,Active,
3297,Free,0,Active,
3298,Free,0,Active,
3299,Basic,99,Active,
3300,Basic,99,Churned,2025-06-09
3301,Free,0,Active,
3302,Premium,199,Active,
3303,Free,0,Active,
3304,Free,0,Active,
3305,Free,0,Active,
3306,Family,299,Active,
3307,Premium,199,Active,
3308,Basic,99,Churned,2025-03-18
3309,Premium,199,Active,
3310,Premium,199,Active,
3311,Family,299,Active,
3312,Free,0,Active,
3313,Basic,99,Active,
3314,Free,0,Active,
3315,Family,299,Active,
3316,Family,299,Active,
3317,Premium,199,Active,
3318,Free,0,Active,
3319,Free,0,Active,
3320,Free,0,Active,
3321,Free,0,Active,
3322,Basic,99,Active,
3323,Free,0,Active,
3324,Family,299,Active,
3325,Free,0,Active,
3326,Premium,199,Active,
3327,Basic,99,Active,
3328,Free,0,Active,
3329,Free,0,Active,
3330,Family,299,Active,
3331,Premium,199,Active,
3332,Free,0,Active,
3333,Free,0,Active,
3334,Basic,99,Active,
3335,Free,0,Active,
3336,Free,0,Active,
3337,Basic,99,Active,
3338,Basic,99,Active,
3339,Free,0,Active,
3340,Family,299,Active,
3341,Basic,99,Active,
3342,Premium,199,Active,
3343,Free,0,Active,
3344,Free,0,Active,
3345,Free,0,Active,
3346,Free,0,Active,
3347,Family,299,Active,
3348,Family,299,Active,
3349,Premium,199,Active,
3350,Basic,99,Active,
3351,Premium,199,Active,
3352,Basic,99,Active,
3353,Free,0,Active,
3354,Basic,99,Active,
3355,Basic,99,Churned,2024-06-17
3356,Free,0,Active,
3357,Free,0,Churned,2024-12-06
3358,Free,0,Active,
3359,Basic,99,Active,
3360,Free,0,Active,
3361,Basic,99,Active,
3362,Free,0,Churned,2024-10-31
3363,Free,0,Active,
3364,Premium,199,Active,
3365,Basic,99,Active,
3366,Free,0,Active,
3367,Premium,199,Active,
3368,Free,0,Active,
3369,Premium,199,Active,
3370,Basic,99,Active,
3371,Free,0,Active,
3372,Basic,99,Active,
3373,Free,0,Active,
3374,Free,0,Active,
3375,Free,0,Active,
3376,Free,0,Active,
3377,Basic,99,Churned,2024-05-05
3378,Premium,199,Active,
3379,Premium,199,Active,
3380,Free,0,Active,
3381,Basic,99,Active,
3382,Free,0,Churned,2024-10-23
3383,Basic,99,Active,
3384,Premium,199,Active,
3385,Free,0,Active,
3386,Family,299,Churned,2025-02-22
3387,Premium,199,Active,
3388,Premium,199,Active,
3389,Basic,99,Active,
3390,Premium,199,Active,
3391,Family,299,Active,
3392,Premium,199,Active,
3393,Free,0,Active,
3394,Basic,99,Churned,2024-08-06
3395,Free,0,Active,
3396,Family,299,Churned,2025-01-03
3397,Premium,199,Active,
3398,Basic,99,Churned,2025-04-15
3399,Premium,199,Active,
3400,Premium,199,Active,
3401,Free,0,Active,
3402,Basic,99,Active,
3403,Free,0,Active,
3404,Premium,199,Active,
3405,Free,0,Active,
3406,Basic,99,Active,
3407,Free,0,Active,
3408,Free,0,Active,
3409,Free,0,Active,
3410,Free,0,Active,
3411,Free,0,Active,
3412,Basic,99,Active,
3413,Basic,99,Active,
3414,Free,0,Active,
3415,Basic,99,Active,
3416,Basic,99,Churned,2025-01-09
3417,Free,0,Active,
3418,Free,0,Active,
3419,Premium,199,Active,
3420,Free,0,Active,
3421,Free,0,Active,
3422,Family,299,Active,
3423,Basic,99,Active,
3424,Free,0,Active,
3425,Basic,99,Active,
3426,Premium,199,Active,
3427,Premium,199,Active,
3428,Free,0,Active,
3429,Free,0,Active,
3430,Basic,99,Churned,2024-06-14
3431,Free,0,Active,
3432,Family,299,Active,
3433,Free,0,Active,
3434,Free,0,Active,
3435,Premium,199,Active,
3436,Free,0,Active,
3437,Free,0,Active,
3438,Basic,99,Active,
3439,Free,0,Active,
3440,Premium,199,Active,
3441,Free,0,Active,
3442,Free,0,Active,
3443,Free,0,Active,
3444,Basic,99,Active,
3445,Free,0,Active,
3446,Free,0,Active,
3447,Premium,199,Active,
3448,Premium,199,Active,
3449,Basic,99,Active,
3450,Free,0,Active,
3451,Basic,99,Active,
3452,Basic,99,Churned,2025-03-22
3453,Premium,199,Active,
3454,Premium,199,Active,
3455,Family,299,Active,
3456,Premium,199,Active,
3457,Free,0,Active,
3458,Basic,99,Active,
3459,Premium,199,Active,
3460,Premium,199,Active,
3461,Premium,199,Active,
3462,Basic,99,Active,
3463,Basic,99,Active,
3464,Free,0,Active,
3465,Basic,99,Active,
3466,Free,0,Active,
3467,Family,299,Active,
3468,Premium,199,Active,
3469,Premium,199,Churned,2024-07-22
3470,Free,0,Active,
3471,Free,0,Active,
3472,Basic,99,Active,
3473,Free,0,Active,
3474,Free,0,Active,
3475,Premium,199,Active,
3476,Free,0,Active,
3477,Free,0,Active,
3478,Basic,99,Active,
3479,Family,299,Active,
3480,Premium,199,Active,
3481,Family,299,Active,
3482,Premium,199,Active,
3483,Free,0,Active,
3484,Family,299,Active,
3485,Free,0,Churned,2024-10-19
3486,Free,0,Active,
3487,Free,0,Active,
3488,Premium,199,Active,
3489,Premium,199,Active,
3490,Free,0,Active,
3491,Free,0,Active,
3492,Premium,199,Active,
3493,Free,0,Active,
3494,Premium,199,Churned,2024-11-30
3495,Free,0,Active,
3496,Free,0,Churned,2025-04-29
3497,Free,0,Active,
3498,Free,0,Active,
3499,Premium,199,Active,
3500,Premium,199,Active,
3501,Free,0,Active,
3502,Premium,199,Active,
3503,Basic,99,Churned,2024-12-12
3504,Free,0,Active,
3505,Basic,99,Active,
3506,Basic,99,Churned,2024-06-09
3507,Free,0,Active,
3508,Free,0,Active,
3509,Family,299,Active,
3510,Basic,99,Active,
3511,Free,0,Active,
3512,Free,0,Active,
3513,Free,0,Active,
3514,Free,0,Active,
3515,Free,0,Churned,2025-03-04
3516,Free,0,Active,
3517,Free,0,Active,
3518,Basic,99,Churned,2024-11-26
3519,Free,0,Active,
3520,Free,0,Active,
3521,Free,0,Active,
3522,Free,0,Active,
3523,Free,0,Active,
3524,Basic,99,Active,
3525,Free,0,Active,
3526,Free,0,Churned,2025-02-13
3527,Premium,199,Active,
3528,Basic,99,Active,
3529,Free,0,Active,
3530,Free,0,Active,
3531,Family,299,Active,
3532,Family,299,Active,
3533,Free,0,Active,
3534,Free,0,Active,
3535,Free,0,Active,
3536,Free,0,Active,
3537,Free,0,Active,
3538,Basic,99,Active,
3539,Free,0,Active,
3540,Free,0,Active,
3541,Basic,99,Active,
3542,Family,299,Active,
3543,Free,0,Active,
3544,Basic,99,Active,
3545,Free,0,Active,
3546,Free,0,Active,
3547,Premium,199,Active,
3548,Free,0,Active,
3549,Basic,99,Active,
3550,Free,0,Active,
3551,Free,0,Active,
3552,Basic,99,Active,
3553,Free,0,Active,
3554,Free,0,Active,
3555,Basic,99,Active,
3556,Free,0,Active,
3557,Free,0,Active,
3558,Premium,199,Active,
3559,Free,0,Active,
3560,Basic,99,Active,
3561,Family,299,Active,
3562,Free,0,Active,
3563,Free,0,Active,
3564,Basic,99,Active,
3565,Free,0,Active,
3566,Basic,99,Active,
3567,Free,0,Active,
3568,Free,0,Active,
3569,Free,0,Active,
3570,Basic,99,Active,
3571,Free,0,Active,
3572,Premium,199,Active,
3573,Basic,99,Active,
3574,Free,0,Active,
3575,Free,0,Active,
3576,Free,0,Active,
3577,Basic,99,Active,
3578,Premium,199,Active,
3579,Free,0,Active,
3580,Free,0,Active,
3581,Free,0,Active,
3582,Free,0,Active,
3583,Basic,99,Active,
3584,Free,0,Active,
3585,Free,0,Active,
3586,Basic,99,Active,
3587,Free,0,Active,
3588,Free,0,Active,
3589,Free,0,Active,
3590,Basic,99,Active,
3591,Free,0,Active,
3592,Free,0,Active,
3593,Free,0,Active,
3594,Free,0,Active,
3595,Free,0,Active,
3596,Free,0,Active,
3597,Free,0,Active,
3598,Free,0,Active,
3599,Free,0,Active,
3600,Basic,99,Churned,2025-02-24
3601,Basic,99,Churned,2024-09-20
3602,Free,0,Active,
3603,Free,0,Active,
3604,Free,0,Active,
3605,Free,0,Active,
3606,Free,0,Active,
3607,Free,0,Active,
